name,categories,city,state,address,postalCode,latitude,longitude
Panda Express,"Chinese Restaurants,Take Out Restaurants,Fast Food Restaurants,Restaurants",West Lafayette,IN,2415 Sagamore Pkwy W,47906,40.444023,-86.92366
Mediterrano Cafe,"Coffee Shops,Irish Restaurants,Mediterranean Restaurants,Fast Food Restaurants,Take Out Restaurants,Breakfast Brunch and Lunch Restaurants,,Cafeterias,Middle Eastern Restaurants",Indianapolis,IN,5941 E 86th Street,46250,39.91229,-86.06636
Wendy's,"Fast Food Restaurants,Fast Food,Hamburgers and Hot Dogs,Restaurants",Merrillville,IN,8105 Merrillville Road,46410,41.47024,-87.34202
Long John Silver's,"Fast Food Restaurants,Restaurants",Gary,IN,5800 W Ridge Road,46408,41.55052,-87.40944
Burger King,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Jeffersonville,IN,1434 E 10th Street,47130,38.28894,-85.72826
Taco Johns,"Carry-out food,Mexican Restaurants,Mexican,Breakfast,Tex-mex restaurants,Southwestern restaurants,American restaurants,Mexican restaurants,Fast Food Restaurants,Take Out Restaurants,Fast Food,Restaurants,Mexican Restaurant,Restaurant,Fast Food Restaurant,Diners",Lincoln,NE,3301 N 27th St,68521,40.845038,-96.682201
Burger King,"Restaurant,Burger Joint,Hot dog restaurants,Fast Food Restaurant,Hamburger restaurants,Fast Food Restaurants,Fast Food,Fast Food Restaurant and Burger Joint,Fast food restaurants,Hamburgers and Hot Dogs,Restaurants",Omaha,NE,5155 Center St,68106,41.2408,-95.9943
Burger King,"Restaurant,Hot dog restaurants,Fast Food Restaurant,Hamburger restaurants,Fast Food Restaurants,Fast food restaurants,Hamburgers and Hot Dogs,Restaurants",Kearney,NE,110 W 56th St,68847,40.728371,-99.081756
Burger King,"Restaurant,Carry-out food,Hot dog restaurants,Fast Food Restaurant,American restaurants,Hamburger restaurants,Fast Food Restaurants,Fast food restaurants,Hamburgers and Hot Dogs,Restaurants",Plattsmouth,NE,225 S 23rd St,68048,41.012446,-95.907977
Pizo Foz Urban Pizza Kitchen,"Pizza,Fast Food Restaurants,Restaurants,Italian Restaurants",Elkhart,IN,4001 E Bristol Street,46514,41.70331,-85.91539
Dairy Queen Grill Chill,"Ice Cream and Frozen Desserts,Fast Food Restaurants",Elkhart,IN,1839 Cassopolis Street,46514,41.70939,-85.97247
RUNZA,"Restaurant,Burger Joint,Carry-out food,Food and Beverage,Fast Food Restaurant,American restaurants,Restaurants",Blair,NE,1307 Washington St,68008,41.543652,-96.131402
Steak 'n Shake,"American Restaurants,Breakfast,Traditional American,Fast Food Restaurants,Hamburgers,Restaurants",Kokomo,IN,3615 S Reed Road,46902,40.44537,-86.12404
DQ Grill Chill,"Carry-out food,Fast Food Restaurant,Ice cream parlors,American restaurants,Restaurants,Ice Cream Shop",Lincoln,NE,8510 Bowman Dr,68526,40.737307,-96.603695
Hardee's,"American Restaurants,Takeout,Burgers,Fast Food Restaurants,Fast Food,Hamburgers and Hot Dogs,Restaurants",Kokomo,IN,1500 E Morgan Street,46901,40.50626,-86.11233
Domino's Pizza,"Pizza,Restaurant,Food Delivery,Take Out Restaurants,Fast Food Restaurants,Pizza Place,Restaurants",Lake Havasu City,AZ,1850 Mcculloch Blvd N Ste B5,86403,34.4761,-114.3378
Firehouse Subs,"Carry-out food,Caterers,Delicatessens,American restaurants,Karaoke,Fast Food Restaurants,Take Out Restaurants,Sandwiches,Restaurants,Sandwich Shops",Greenwood,IN,884 Us Highway 31 N,46142,39.62984,-86.12302
Arby's,"Carry-out food,American restaurants,Fast Food Restaurants,Karaoke,Restaurants,Sandwich Shops",Greenwood,IN,2140 Us Highway 31 S,46143,39.58596,-86.10066
McAlister's Deli,"Restaurant,Carry-out food,Caterers,Delicatessens,American restaurants,Family style restaurants,Fast Food Restaurants,Karaoke,Sandwiches,Deli / Bodega,Restaurants,Sandwich Shops",Greenwood,IN,1011 N State Road 135,46142,39.63069,-86.15709
Culver's,"Ice Cream & Frozen Desserts,Hamburgers & Hot Dogs,Restaurant,American Restaurants,Carry-out food,Ice Cream and Frozen Desserts,Hot dog restaurants,Hamburger restaurants,Fast Food Restaurants,Take Out Restaurants,Hamburgers and Hot Dogs,Restaurants",Greenwood,IN,320 S State Road 135,46142,39.61014,-86.15925
McDonald's,"Restaurant,Carry-out food,Hot dog restaurants,Fast Food Restaurant,Hamburger restaurants,Fast food restaurants,Restaurants",Shawnee,KS,11801 Shawnee Mission Pkwy,66203,39.014069,-94.722021
McDonald's,"Restaurant,Carry-out food,Hot dog restaurants,Fast Food Restaurant,Hamburger restaurants,Fast Food Restaurants,Take Out Restaurants,Karaoke,Hamburgers and Hot Dogs,Restaurants",Wichita,KS,1645 S Webb Rd,67207,37.663455,-97.226824
McDonald's,"Ice Cream Parlors,Carry-out food,Breakfast,Hot dog restaurants,Hamburger restaurants,Fast Food,Restaurants,Frozen Yogurt Shops,Restaurant,Fast Food Restaurant,Coffeehouses,Salads,Fast food restaurants,Hamburgers,Sandwich Shops",Shawnee,KS,16210 W 65th St,66217,39.0099,-94.7746
SONIC Drive-In,"American Restaurant and Fast Food Restaurant,Carry-out food,Hot dog restaurants,American Restaurant,American restaurants,Hamburger restaurants,Fast Food Restaurants,Take Out Restaurants,Chicken Restaurants,Restaurants,Burger Joint,American Restaurants,Restaurant,Hot Dog Stands and Restaurants,Fast Food Restaurant,Fast food restaurants,Hamburgers and Hot Dogs",Iola,KS,301 W Madison Ave,66749,37.9211,-95.40831
McDonald's,"Restaurant,Carry-out food,Hot dog restaurants,Food and Beverage,Burgers,Hamburger restaurants,Fast Food Restaurants,Take Out Restaurants,Karaoke,Fast food restaurants,Hamburgers and Hot Dogs,Restaurants",Ottawa,KS,2214 S Princeton Circle Dr,66067,38.58101,-95.268018
Burger King,"Burger Joint,Restaurant,Carry-out food,Hot dog restaurants,Fast Food Restaurant,Hamburger restaurants,Fast Food Restaurants,Fast food restaurants,Hamburgers and Hot Dogs,Restaurants",Lawrence,KS,1100 N 3rd St,66044,38.990636,-95.233298
Twenty-Four Carrot Cuisine,"Caterers,Take Out Restaurants,Fast Food Restaurants,Restaurants,Italian Restaurants",Highland,IN,2130 45th Street,46322,41.53734,-87.47676
Culver's,"Restaurant,American Restaurants,Ice Cream and Frozen Desserts,Take Out Restaurants,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Highland,IN,3950 Ridge Road,46322,41.55128,-87.43305
Pizza Di Roma,"Pizza,Fast Food Restaurants,Restaurants",Terre Haute,IN,3401 Us41 8 Vigo County,47802,39.427197,-87.41982
McAlister's Deli,"Caterers,Delicatessens,Fast Food Restaurants,Restaurants,Sandwich Shops",Columbus,IN,2025 W Jonathan Moore Pike,47201,39.20005,-85.94661
Chick-fil-A,"Fast Food Restaurants,Chicken Restaurants,Restaurants",Columbus,IN,1250 N National Road,47201,39.21091,-85.87885
Five Guys Burgers Fries,"Hamburgers & Hot Dogs,Carry-out food,Hot dog restaurants,American restaurants,Hamburger restaurants,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Indianapolis,IN,7815 Us 31 S,46227,39.65311,-86.13904
Domino's Pizza,"Pizza,Take Out Restaurants,Fast Food Restaurants,Restaurants",Columbus,IN,1770 25th Street,47201,39.22346,-85.90555
Domino's Pizza,"Pizza,Take Out Restaurants,Fast Food Restaurants,Restaurants",New Albany,IN,2613 Charlestown Road,47150,38.31536,-85.80535
Rally's,"American Restaurants,Burgers,Fast Food Restaurants,Take Out Restaurants,Fast Food,Family Style Restaurants,Hamburgers and Hot Dogs,New American Restaurants,Restaurants",Michigan City,IN,2102 Franklin Street,46360,41.70428,-86.89495
Taco Bell,"Mexican Restaurants,Fast Food Restaurants,Restaurants",Michigan City,IN,3936 Franklin Street,46360,41.68289,-86.89354
Pizza Hut,"Carry-out food,Caterers,Restaurant delivery service,Restaurant Delivery Service,American restaurants,Karaoke,Take Out Restaurants,Fast Food Restaurants,Home delivery beer and beverages,Food Delivery Service,Chicken Restaurants,Restaurants,Pizza,Catering",Middlebury,IN,500 Spring Valley Dr Unit 8,46540,41.66765,-85.73119
Pizza Hut,"Pizza,Restaurant Delivery Service,Take Out Restaurants,Fast Food Restaurants,Food Delivery Service,Chicken Restaurants,Family Style Restaurants,Restaurants",Goshen,IN,1607 Elkhart Road,46526,41.59282,-85.85534
Pizza Hut,"Pizza,Restaurant Delivery Service,Take Out Restaurants,Fast Food Restaurants,Food Delivery Service,Chicken Restaurants,Family Style Restaurants,Restaurants",Elkhart,IN,103 Concord Mall Drive,46517,41.6415,-85.92851
Pizza Hut,"Pizza,Restaurant Delivery Service,Take Out Restaurants,Fast Food Restaurants,Food Delivery Service,Chicken Restaurants,Family Style Restaurants,Restaurants",Elkhart,IN,1654 Cassopolis Street,46514,41.70616,-85.9716
Pizza Hut,"Pizza,Chicken Wings,Food Delivery,Restaurant Delivery Service,Take Out Restaurants,Fast Food Restaurants,Food Delivery Service,Chicken Restaurants,Restaurants",Elkhart,IN,1330 S Nappanee St Suite A,46516,41.67616,-86.00259
Dairy Queen-Russo,"Ice Cream and Frozen Desserts,Ice Cream Mixes and Other Frozen Mixes,Fast Food Restaurants,Dessert Restaurants,Yogurt,Hamburgers and Hot Dogs,Restaurants",Mishawaka,IN,3303 Lincolnway E,46544,41.66274,-86.12605
Pizza Hut,"Pizza,Restaurant,Chicken Wings,Restaurant Delivery Service,Food Delivery,Fast Food Restaurants,Take Out Restaurants,Food Delivery Service,Pizza Place,Chicken Restaurants,Catering,Restaurants",Mishawaka,IN,324 Lincolnway W,46544,41.66132,-86.18439
McDonald's,"Ice Cream Parlors,Breakfast,Fast Food,Coffeehouses,Salads,Hamburgers,Restaurants,Sandwich Shops",Kawkawlin,MI,2515 S Huron Ave,48631,43.6673,-83.9505
McDonald's,"Hamburgers & Hot Dogs,Ice Cream Parlors,Breakfast,Fast Food Restaurant,Take Out Restaurants,Fast Food Restaurants,Fast Food,Coffeehouses,Salads,Hamburgers,Restaurants,Sandwich Shops",Bridgman,MI,10280 Red Arrow Hwy,49106,41.9326,-86.5706
Culver's,"American Restaurants,Ice Cream and Frozen Desserts,Fast Food Restaurants,Take Out Restaurants,Hamburgers and Hot Dogs,Restaurants",Merrillville,IN,1579 E 79th Avenue,46410,41.47384,-87.31679
Panda Express,"Asian Restaurants,Chinese Restaurant,Carry-out food,Chinese Restaurants,American restaurants,Take Out Restaurants,Fast Food Restaurants,Catering,Restaurants,Chinese restaurants",Merrillville,IN,2282 Southlake Mall,46410,41.47038,-87.30893
Sbarro,"Pizza,Restaurant,Carry-out food,American restaurants,Fast Food Restaurants,Pizza Place,Family Style Restaurants,Restaurants,Italian Restaurants",Merrillville,IN,2288 Southlake Mall,46410,41.47038,-87.30876
KFC,"Restaurant,Fried Chicken Joint,Fast Food Restaurant,Fast Food,Chicken,Restaurants",Southgate,MI,12425 Dix Road,48195,42.2175,-83.1935
McDonald's,"Ice Cream Parlors,Breakfast,Fast Food Restaurant,Fast Food,Coffeehouses,Salads,Hamburgers,Restaurants,Sandwich Shops",Trenton,MI,20815 Gibraltar Rd,48183,42.0948,-83.2363
Dairy Queen Grill Chill,"Ice Cream and Frozen Desserts,Fast Food Restaurants,Dessert Restaurants,Hamburgers and Hot Dogs,Restaurants",Anderson,IN,501 S Scatterfield Road,46012,40.11084,-85.65314
Subway,"Delis And Delicatessens,wich Place,Take Out Restaurants,Fast Food Restaurants,Sandwich Place,Restaurants,Sandwich Shops",Dubuque,IA,2612 Dodge St,52003,42.4909,-90.7008
KFC,"American Restaurants,Fast Food,Chicken,Chicken Restaurants,Family Friendly Restaurants,Restaurants",Des Moines,IA,4815 Southwest 9th Street,50315,41.5401,-93.6254
Taco Bell,"Mexican Restaurant,Fast Food Restaurant and Mexican Restaurant,Restaurant,Mexican Restaurants,Mexican,Breakfast,Vegetarian,Fast Food Restaurant,Fast Food Restaurants,Fast Food,Restaurants",Holton,KS,105 US Highway 75,66436,39.4573,-95.7487
Get Some Pizza,"Pizza,Restaurant,Fast Food Restaurants,Restaurants",Bloomington,IN,211 N Walnut Street,47404,39.16804,-86.53369
Cooper's Hawk Winery Restaurant,"Caterers,Takeout,Beer and Ale,Burgers,Restaurant Delivery Service,Fast Food,Take Out Restaurants,Family Style Restaurants,Restaurants,American Restaurants,Caribbean Restaurants,Seafood Restaurants,Bars",Indianapolis,IN,3815 E 96th Street,46240,39.92643,-86.10159
Bru Burger Bar,"Taverns,Restaurant Delivery Service,Take Out Restaurants,Fast Food Restaurants,Brew Pubs,Restaurants,American Restaurants,Night Clubs,Bar and Grills,Barbecue Restaurants,Hamburgers and Hot Dogs,Bars,Sandwich Shops",Indianapolis,IN,410 Massachusetts Avenue,46204,39.77332,-86.15205
Teddy's Burger Joint,"American Restaurants,Caterers,Hot Dog Stands and Restaurants,Take Out Restaurants,Fast Food Restaurants,Family Style Restaurants,Hamburgers and Hot Dogs,Restaurants,Sandwich Shops",Indianapolis,IN,2222 W Southport Road,46217,39.66491,-86.19839
Sonic Drive-In,"Restaurant,Fast Food,Soda Fountain Shops,Chicken,Hamburgers,Restaurants",Leawood,KS,10701 Roe Avenue,66211,38.9344,-94.639
Culver's,"Burger Joint,Restaurant,Fast Food Restaurant,Restaurants,Ice Cream Shop",Olathe,KS,18685 W 151st St,66062,38.8543,-94.8035
Yen Ching Restaurant,"Asian Restaurants,Caterers,Seafood Restaurants,Chinese Restaurants,Take Out Restaurants,Fast Food Restaurants,Family Style Restaurants,Restaurants",Indianapolis,IN,8512 E Washington Street,46219,39.77409,-86.01748
Mug'n Bun Drive In,"Pizza,American Restaurants,Burgers,Fast Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Family Style Restaurants,Chicken Restaurants,Hamburgers and Hot Dogs,Restaurants",Indianapolis,IN,5211 W 10th Street,46224,39.77965,-86.24877
McDonald's,"Fast Food Restaurants,Take Out Restaurants,Hamburgers and Hot Dogs,Restaurants",Woodburn,IN,5959 N State Road 101,46797,41.14075,-84.84875
Sonic Drive-In,"American Restaurants,Hot Dog Stands and Restaurants,Fast Food Restaurants,Take Out Restaurants,Chicken Restaurants,Hamburgers and Hot Dogs,Restaurants",Bryan,OH,1355 S Main Street,43506,41.45944,-84.55032
Chipotle Mexican Grill,"Carry-out food,Mexican Restaurants,Mexican,Taco Place,Tex-mex restaurants,Southwestern restaurants,Take Out Restaurants,Fast Food Restaurants,Restaurants,Mexican Restaurant,Restaurant,Bar and grill restaurants,Mexican Restaurant, Burrito Place, and Taco Place,Burrito Place",Cincinnati,OH,4402 Montgomery Rd,45212,39.1572,-84.4576
White Castle,"Hamburgers & Hot Dogs,American Restaurants,Restaurant,Burger Joint,Fast Food Restaurant,Fast Food Restaurant and American Restaurant,Fast Food Restaurants,Restaurants",South Lebanon,OH,614 Corwin Nixon Blvd,45065,39.3794,-84.222
Uncle Si's Pizza,"Pizza,Restaurant,American Restaurants,Caterers,American restaurants,Italian restaurants,Take Out Restaurants,Fast Food Restaurants,Pizza Place,Restaurants,Sandwich Shops,Italian Restaurants",Snoqualmie,WA,7729 Center Blvd SE,98065,47.53011,-121.87341
QDOBA Mexican Eats,"Grill Restaurants,Mexican Restaurants,Mexican,Bar & Grill Restaurants,Tex-mex restaurants,Southwestern restaurants,Breakfast & Brunch Restaurants,Food Delivery,Fast Food Restaurants,Take Out Restaurants,Fast Food,Restaurants,Brunch,Catering",Dover,DE,1211 N Dupont Hwy,19901,39.1891,-75.5395
Domino's Pizza,"Pizza,Food Delivery,Take Out Restaurants,Fast Food Restaurants,Pizza Place,Restaurants",Frederick,MD,1 Wormans Mill Ct Ste 2,21701,39.4417,-77.3976
KFC,"Carry-out food,Caterers,Fried Chicken Joint,Barbecued poultry,Fast Food Restaurant,American restaurants,Barbecue,Spare rib restaurants,Catering,Chicken restaurants,Restaurants",La Porte,IN,213 Pine Lake Ave,46350,41.617,-86.7324
KFC,"Carry-out food,Caterers,Fried Chicken Joint,Tex-mex restaurants,Southwestern restaurants,American restaurants,Mexican restaurants,Restaurants,Fast Food Restaurant and Mexican Restaurant West Carmel Center,Restaurant,Barbecued poultry,Fast Food Restaurant,Barbecue,Spare rib restaurants,Chicken restaurants,Fried Chicken Joint West Carmel Center",Carmel,IN,10575 N Michigan Rd,46032,39.939161,-86.235277
Pizza Hut,"Carry-out food,Caterers,Restaurant delivery service,American restaurants,Take Out Restaurants,Fast Food Restaurants,Karaoke,Home delivery beer and beverages,Family Style Restaurants,Restaurants,Pizza,Restaurant,Barbecued poultry,Barbecue,Spare rib restaurants,Catering,Chicken restaurants",Brownsburg,IN,1080 E Main St,46112,39.836252,-86.379635
Pizza Hut,"Carry-out food,Caterers,Restaurant delivery service,American restaurants,Karaoke,Take Out Restaurants,Fast Food Restaurants,Home delivery beer and beverages,Family Style Restaurants,Restaurants,Pizza,Restaurant,Pizza Place",Greenfield,IN,1010 N State St,46140,39.802459,-85.769701
Pizza Hut,"Carry-out food,Caterers,Restaurant delivery service,American restaurants,Karaoke,Take Out Restaurants,Fast Food Restaurants,Home delivery beer and beverages,Family Style Restaurants,Restaurants,Pizza,Restaurant,Pizza Place",Indianapolis,IN,7620 S Meridian St,46217,39.655284,-86.158944
Jimmy John's,"Carry-out food,Caterers,Restaurant delivery service,Delicatessens,American restaurants,Home delivery beer and beverages,Restaurants,Delis And Delicatessens,Restaurant,Fast Food Restaurant,wich Place,Sandwiches,Sandwich Place",Indianapolis,IN,2624 Lake Circle Dr,46268,39.913311,-86.206072
KFC,"Carry-out food,Restaurant,Caterers,Fried Chicken Joint,Barbecued poultry,Fast Food Restaurant,American restaurants,Barbecue,Spare rib restaurants,Chicken restaurants,Catering,Restaurants",Crown Point,IN,1120 N Main St,46307,41.428769,-87.363943
KFC,"Carry-out food,Restaurant,Caterers,Barbecued poultry,American restaurants,Barbecue,Spare rib restaurants,Chicken restaurants,Catering,Fried Chicken Joint and Fast Food Restaurant,Restaurants",Valparaiso,IN,2005 Morthland Dr,46383,41.4607,-87.0362
SUBWAY,"Delis And Delicatessens,Carry-out food,Caterers,Delicatessens,Fast Food Restaurant,American restaurants,Karaoke,Sandwiches,Sandwich Place,Catering,Restaurants,Sandwich Shops",Edinburgh,IN,12177 N Executive Dr,46124,39.3126,-85.964
SUBWAY,"Carry-out food,Caterers,Delicatessens,American restaurants,Take Out Restaurants,Fast Food Restaurants,Karaoke,Restaurants,Restaurant,wich Place,Sandwiches,Sandwich Place,Sandwich Shops",Anderson,IN,1904 S Scatterfield Rd,46016,40.09756,-85.65252
SUBWAY,"Delis And Delicatessens,Restaurant,Take Out Restaurants,Fast Food Restaurants,Restaurants,Sandwich Shops",Rome,GA,3070 Cedartown Hwy SW,30161,34.1743,-85.2075
McDonald's,"Ice Cream Parlors,Carry-out food,Breakfast,Hot dog restaurants,American restaurants,Hamburger restaurants,Fast Food,Fast Food Restaurants,Take Out Restaurants,Karaoke,Restaurants,Frozen Yogurt Shops,Burger Joint,Fast Food Restaurant,Coffeehouses,Salads,Hamburgers,Hamburgers and Hot Dogs,Sandwich Shops",Port Charlotte,FL,3232 Tamiami Trl,33952,26.9836,-82.1001
Sonic Drive-In,"Fast Food,Soda Fountain Shops,Chicken,Hamburgers,Restaurants",Dunnellon,FL,11351 N. Williams Street,34431,29.0587,-82.4545
Subway,"Delis And Delicatessens,Restaurant,American Restaurants,Ocala Restaurants,wich Place,Take Out Restaurants,Fast Food Restaurants,Sandwich Place,Restaurants,Sandwich Shops",Ocala,FL,6855 SE Maricamp Rd,34472,29.1276,-82.0372
Burger King,Fast Food,Fort Lauderdale,FL,5000 South State Rd 7,33314,26.06,-80.2072
Firehouse Subs,"Carry-out food,Caterers,Delicatessens,American restaurants,Karaoke,Take Out Restaurants,Fast Food Restaurants,Restaurants,Delis And Delicatessens,Restaurant,wich Place,Sandwiches,Catering,Food,Sandwich Shops",Bradenton,FL,4017 Manatee Ave W,34205,27.4946,-82.6013
